Title,Price,Location_Category,Link,Brand,Model,Condition,RAM,Storage,Description
Dell Inspiron 15 5570 | 8th Gen Core i7 16GB Laptop,"Rs 55,000","Matara, Computers & Tablets",https://ikman.lk/en/ad/dell-inspiron-15-5570-8th-gen-core-i7-16gb-laptop-for-sale-matara,,,,16GB,Unknown,8th Gen Intel (R) Core(TM) i7-8550U CPUAMD Radeon 530 4GB Exrernal Graphic16 GB Ram256 GB Lexar SSD NM620 nvme DriveWindows 10 Pro🔋Battery Health 100%  Battery Health 100% Call me For More Details Price negotiable ( මිල සාකච්චා කරගත හැක )
Acer Core I3 Laptop,"Rs 49,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-core-i3-laptop-8gen-128gb-1tb-8gb-for-sale-colombo,,,,Unknown,128 SSD,"Mint condition Acer Core i3 8th generation laptop for immediate sale. This has brought from overseas and no any errors in it. Actual pictures are attached herewith.Specifications are as mentioned below.Processor: Core i3 8th generationDisplay: 15.:6”slim LED Ram: 8GB DDR4Hard disk: 128GB SSD/1TBDVD WRWIN OS 11New battery (6 month warranty) Wifi ,BT ,web camNumerical keyboard Laptop and genuine charger only"
MSI Gaming Laptop,"Rs 385,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/msi-gaming-laptop-for-sale-kurunegala-1,,,,8GB,512 SSD,"Cyborg 15 A13VF• Translucent Black• 15.6” , FHD , Anti-Glare , IPS-level , 144hz • Intel Core i7 - 13620H processor • GeForce RTX4060/8GB DDR6• 512GB SSD• DDR5 8GB RAM• WLAN+BT combo module • Free Dos • US-international • BTY-M492 11.4v 53.5Wh 3cells"
HP Windows 11 Laptop,"Rs 160,000","Galle, Computers & Tablets",https://ikman.lk/en/ad/hp-windows-11-laptop-for-sale-galle,,,,8GB,Unknown,HP Windows 11 laptopIntel core i3 11th Gen8GB RAM1TB Hard disk15.6'' FHD LED DisplayCheese condition Contact:  Drop WhatsApp messageFrom Galle
"Laptop Dell Latitude 7480|i5 6th Gen|8GB RAM|256GB SSD|Wi-Fi|14""Display","Rs 62,950","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/laptop-dell-latitude-7480i5-6th-gen8gb-ram256gb-ssdwi-fi14display-for-sale-gampaha,,,,8GB,256 SSD,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁 - 𝗣𝗥𝗢𝗠𝗢 𝗖𝗢𝗗𝗘 : 𝗦𝗧𝗭-𝗟𝗣𝟮𝟬𝟮𝟲𝗜𝗞𝗗𝗲𝗹𝗹 𝗟𝗮𝗽𝘁𝗼𝗽𝘀 - ( 𝗔+ 𝗚𝗿𝗮𝗱𝗲 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻 ) 😍💛----------------------------------------------------------------DELL I5 6TH GEN USE LAPTOP - Rs.62950/=MODEL - Dell Latitude 7480RAM - 8GB (Memory Max Up to 32GB)Hard Drive - 256GB SSD (Can Be Updated)Display - 14"" DisplayWeb camera Wi-Fi LANOperating System – 10 Or 11Battery Life - Between 2 - 4 Hrs.Brand New Condition Laptops01 Year Service Warranty💳 Commercial Credit Card මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)✅ අදම ගන්න – පස්සේ පහසුවෙන් ගෙවන්න | 🔥 මාස 24ක් දක්වා 0% Interest Credit Card Payments Acceptable.. (Terms & Condition Apply*)🔴 උදේ 9.00 ඉඳන් රෑ 11.00 වෙනකම් — ඔබ වෙනුවෙන් අපි OPEN! 🔥”“Open from 9:00AM to 11:00PM — we’ve got you covered! 🔥”🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions..THIS PRICE IS VALID ONLY FOR 03 DAYS (15082026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 💳 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*) 📍🗺️කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALS-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
Dell i7 8th Gen Laptop,"Rs 124,000","Jaffna, Computers & Tablets",https://ikman.lk/en/ad/dell-i7-8th-gen32gb-256gb-for-sale-jaffna,,,,256GB,256 SSD,32GB DDR4 RAM256GB SSDBACKLIT Keyboard Good battery14.0 display100% Brand new condition
"RAM 8GB 16GB DDR4 2666 3200 - Laptop, Computer","Rs 15,250","Colombo, Computer Accessories",https://ikman.lk/en/ad/ram-8gb-16gb-ddr4-2666-3200-laptop-computer-for-sale-colombo,,Unknown,,32GB,Unknown,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁 - 𝗣𝗥𝗢𝗠𝗢 𝗖𝗢𝗗𝗘 : 𝗦𝗧𝗭-𝗖𝗔𝟮𝟬𝟮𝟲𝗜𝗞DESKTOP RAM - NEW------------------------------------DESKTOP DDR4 8GB 2666 - 15,250/-LAPTOP RAM - NEW------------------------------------LAPTOP DDR4 8GB 2666 - 15,250/-LAPTOP DDR4 8GB 3200 - 15,750/-LAPTOP DDR4 16GB 3200 - 27,750/-(3 YEARS Warranty)🔴 උදේ 9.00 ඉඳන් රෑ 11.00 වෙනකම් — ඔබ වෙනුවෙන් අපි OPEN! 🔥”“Open from 9:00AM to 11:00PM— we’ve got you covered! 🔥”🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions..THIS PRICE IS VALID ONLY FOR 03 DAYS (06082026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 🔴 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*)ram desktopram laptopram laptop 8gb 16gb ddr4 ram brandnewram gaming brandnewram 2666 3200 ram ddr4 ddr5 ram 32gbram pcram desktopram computer laptop ram gaminglaptop rambulk useram ram desktopram laptopram laptop 8gb 16gb ddr4 ram brandnewram gaming brandnewram 2666 3200 ram ddr4 ddr5 ram 32gbram pcram desktopram computer laptop ram gaminglaptop rambulk useram ram desktopram laptopram laptop 8gb 16gb ddr4 ram brandnewram gaming brandnewram 2666 3200 ram ddr4 ddr5 ram 32gbram pcram desktopram computer laptop ram gaminglaptop rambulk useram  📌 කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALSwww.shatechzone.lk-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
RAM 16GB 3200 DDR4 (PNY) Laptop - Brand New,"Rs 33,250","Gampaha, Computer Accessories",https://ikman.lk/en/ad/ram-16gb-3200-ddr4-pny-laptop-brand-new-for-sale-gampaha,,Unknown,,16GB,Unknown,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁PNY 16GB DDR4 3200 LAPTOP RAM NEW - Rs.33250/-This is a PNY 16GB DDR4 3200MHz SODIMM performance laptop memory module.It operates at a frequency of 3200MHz and is designed for notebook upgrades.The module has a CAS latency of CL22 and operates at 1.2V.It is compatible with other DDR4 speeds including 2666MHz, 2400MHz, and 2133MHz.🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions..THIS PRICE IS VALID ONLY FOR 03 DAYS (15082026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 🔴 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*) 📌 කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALS-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
"i5 8th Gen Laptop Dell Latitude 3490|8GB RAM|512GB NVME|WiFi|14"" Display","Rs 82,950","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i5-8th-gen-laptop-dell-latitude-34908gb-ram512gb-nvmewifi14-display-for-sale-gampaha,,,,8GB,512 NVME,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁 - 𝗣𝗥𝗢𝗠𝗢 𝗖𝗢𝗗𝗘 : 𝗦𝗧𝗭-𝗟𝗣𝟮𝟬𝟮𝟲𝗜𝗞𝗗𝗲𝗹𝗹 𝗟𝗮𝗽𝘁𝗼𝗽𝘀 - ( 𝗔+ 𝗚𝗿𝗮𝗱𝗲 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻 ) 😍💛----------------------------------------------------------------DELL I5 8TH GEN USE LAPTOP - Rs.82950/=MODEL - Dell Latitude 3490RAM - 8GB (Memory Max Up to 32GB)Hard Drive - 512GB NVME SSD (Can Be Updated)Display - 14"" DisplayWeb camera Wi-Fi LANOperating System – 10 Or 11Battery Life - Between 2 - 4 Hrs.Brand New Condition Laptops01 Year Service Warranty💳 Commercial Credit Card මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)✅ අදම ගන්න – පස්සේ පහසුවෙන් ගෙවන්න | 🔥 මාස 24ක් දක්වා 0% Interest Credit Card Payments Acceptable.. (Terms & Condition Apply*)🔴 උදේ 9.00 ඉඳන් රෑ 11.00 වෙනකම් — ඔබ වෙනුවෙන් අපි OPEN! 🔥”“Open from 9:00AM to 11:00PM — we’ve got you covered! 🔥”🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions.9THIS PRICE IS VALID ONLY FOR 03 DAYS (15082026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 💳 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*) 📍🗺️කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALS-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
"i7 7th Gen Gaming Laptop - 16GB RAM|512GB NVME|GTX 1050 TI 4GB|15.6""","Rs 129,950","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i7-7th-gen-gaming-laptop-16gb-ram512gb-nvmegtx-1050-ti-4gb156-for-sale-colombo-1,,,,16GB,512 NVME,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁 - 𝗣𝗥𝗢𝗠𝗢 𝗖𝗢𝗗𝗘 : 𝗦𝗧𝗭-𝗟𝗣𝟮𝟬𝟮𝟲𝗜𝗞𝗗𝗲𝗹𝗹 𝗚𝗮𝗺𝗶𝗻𝗴 𝗟𝗮𝗽𝘁𝗼𝗽𝘀 - ( 𝗔+ 𝗚𝗿𝗮𝗱𝗲 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻 ) 😍💛------------------------------------------------------------------------------------DELL I7 7TH GEN GAMING LAPTOP USE - Rs.129950/=MODEL - DELL INSPIRON P65FRAM - 16GB (Memory Max Up to 32GB)Hard Drive - 512GB NVME SSD (Can Be Updated)Graphics - NVIDIA GeForce GTX 1050TI 4GB GraphicsDisplay - 15.6"" FHD DisplayWeb camera Wi-Fi HDMI Operating System – Windows 10 Or 11Battery Life - Between 2 - 4 Hrs.Brand New Condition Laptops01 Year Service Warranty💳 Commercial Credit Card මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)✅ අදම ගන්න – පස්සේ පහසුවෙන් ගෙවන්න | 🔥 මාස 24ක් දක්වා 0% Interest Credit Card Payments Acceptable.. (Terms & Condition Apply*)🔴 උදේ 9.00 ඉඳන් රෑ 11.00 වෙනකම් — ඔබ වෙනුවෙන් අපි OPEN! 🔥”“Open from 9:00AM to 11:00PM — we’ve got you covered! 🔥”🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions..THIS PRICE IS VALID ONLY FOR 03 DAYS (15082026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 💳 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*) 📍🗺️කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALS-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
Acer i5 12th Gen Laptop,"Rs 117,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-i5-12th-gen-laptop-for-sale-colombo-220,,,,Unknown,512 SSD,"💻 අඩුම මුදලකට පරිගණකයක් සොයනවාද?එහෙනම් මේ ඔබට අනගි අවස්ථාවක්! 🎉වසර ගණනාවක් පුරා උසස් තත්ත්වයේ Laptops, Desktop Computers සහ අනෙකුත් ඉලෙක්ට්‍රොනික උපකරණ සාධාරණ මිලට ඔබ වෙත ලබාදීමට අපට හැකි වූයේ ඔබගේ විශ්වාසය සහ සහයෝගය නිසයි.         Acer i5 12th Gen Laptop 📌️8GB DDR4  Ram 📌️512GB SSD /NVmeNo. 457,Galle Road, Rathmalana.Contact for more details 0764437038මිල ගනන් සාකච්ඡා කර ගත හැක.W.S. Rupasinghe – රත්මලාන ශාඛාව සමඟ දිගටම රැඳී සිටින ඔබ සැමට අපගේ හෘදයාංගම ස්තුතිය! ❤️📍 W.S. Rupasinghe – රත්මලාන ශාඛාවඅංක 457, ගාලු පාර, රත්මලාන📞 076 443 7038"
