brand,model,condition,currency,dual_sim,has_5g,has_esim,warranty_days,storage_gb,ram_gb,battery_health_percent,listed_price,phone_type,model_tier,brand_tier,phone_age_years,is_flagship
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,78990.0,iphone,6,3,7.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,256.0,4.0,,99990.0,iphone,7,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,89490.0,iphone,7,3,7.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,67000.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,79000.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,94500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,72900.0,iphone,6,3,7.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,95500.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,74500.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,97000.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,93000.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,93000.0,iphone,7,3,6.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,128.0,4.0,,79000.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89490.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,85000.0,iphone,7,3,5.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,80000.0,iphone,6,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,99490.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,77000.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,512.0,4.0,,95999.0,iphone,7,3,7.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,69999.0,iphone,6,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,512.0,4.0,,95999.0,iphone,7,3,7.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,256.0,4.0,,95900.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,74750.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,88000.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,95000.0,iphone,7,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,68000.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,72000.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro Max,used,LKR,1,1,1,0.0,256.0,6.0,,92500.0,iphone,8,3,6.0,1
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,71000.0,iphone,6,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,84999.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,256.0,4.0,,90000.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,79900.0,iphone,7,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,91000.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,256.0,4.0,,84000.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,66000.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,95000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,92500.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89000.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,99000.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,76000.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,91500.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,88000.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87999.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,94999.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,94999.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,99000.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,70000.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,94999.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,94999.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,95000.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,79500.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,89000.0,iphone,7,3,5.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,69000.0,iphone,6,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,77000.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,78990.0,iphone,6,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,99990.0,iphone,7,3,6.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,256.0,4.0,,99990.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89490.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,256.0,4.0,,69990.0,iphone,6,3,7.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98000.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,78000.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,68000.0,iphone,6,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,81500.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,90000.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,92000.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,93000.0,iphone,7,3,6.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,256.0,4.0,,86000.0,iphone,7,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,70000.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,70000.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,70000.0,iphone,6,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,75000.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89999.0,iphone,6,3,6.0,0
Apple,iPhone 14,used,LKR,1,1,1,0.0,128.0,6.0,,97000.0,iphone,7,3,4.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,90999.0,iphone,7,3,7.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,256.0,4.0,,81999.0,iphone,6,3,7.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,75999.0,iphone,6,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,75000.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,84999.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,72500.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87999.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87999.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,256.0,4.0,,97999.0,iphone,7,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,99000.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,99000.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,256.0,4.0,,99000.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,92990.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,78500.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,88900.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,99000.0,iphone,7,3,5.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,67500.0,iphone,6,3,7.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,96999.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,93000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,99900.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,256.0,4.0,,96500.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,75000.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89000.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro Max,used,LKR,1,1,1,0.0,256.0,6.0,,76500.0,iphone,8,3,6.0,1
Apple,iPhone 12 Pro Max,used,LKR,1,1,1,0.0,256.0,6.0,,82500.0,iphone,8,3,6.0,1
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,72900.0,iphone,6,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,82500.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,93000.0,iphone,7,3,6.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,256.0,4.0,,95900.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,99800.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87900.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89490.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,79490.0,iphone,6,3,7.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,128.0,4.0,,78900.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,83999.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,99990.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,97950.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,78900.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,83500.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,74500.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,99500.0,iphone,7,3,5.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,84900.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87999.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,99999.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,67000.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,82991.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,82990.0,iphone,6,3,6.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,128.0,4.0,,79000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,100000.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,98000.0,iphone,7,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,71500.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89490.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,85000.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,99490.0,iphone,7,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,77000.0,iphone,6,3,7.0,0
Apple,iPhone 13 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,99000.0,iphone,8,3,5.0,1
Apple,iPhone 12,used,LKR,1,1,1,0.0,256.0,4.0,,72500.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,256.0,4.0,,70000.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,88000.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,78000.0,iphone,7,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,89500.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,99000.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,96000.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,256.0,4.0,,89999.0,iphone,6,3,6.0,0
Apple,iPhone XS,used,LKR,1,0,1,0.0,512.0,4.0,,69999.0,iphone,6,3,8.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,79990.0,iphone,7,3,7.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,87000.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87999.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87999.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87990.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87989.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,69999.0,iphone,6,3,7.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,128.0,4.0,,79900.0,iphone,7,3,5.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,256.0,4.0,,96999.0,iphone,7,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,84999.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,85000.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,70000.0,iphone,6,3,7.0,0
Apple,iPhone 13 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,95000.0,iphone,8,3,5.0,1
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,256.0,4.0,,90000.0,iphone,7,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,99000.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,99000.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,72222.0,iphone,6,3,6.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,256.0,4.0,,95900.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,71587.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,70421.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,99999.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,71245.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,68999.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,70852.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,70111.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,74333.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,72856.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,512.0,4.0,,99900.0,iphone,7,3,7.0,0
Apple,iPhone 14,used,LKR,1,1,1,0.0,128.0,6.0,,98000.0,iphone,7,3,4.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,93000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,93000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,93000.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,81000.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,100000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,80000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,95000.0,iphone,7,3,5.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,68500.0,iphone,6,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,74000.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98500.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,96600.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,93500.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,78500.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,82500.0,iphone,7,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,68000.0,iphone,7,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,80000.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,256.0,4.0,,79000.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,98990.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89999.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,90999.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89000.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,256.0,4.0,,81999.0,iphone,6,3,7.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,75999.0,iphone,6,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,83999.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,256.0,4.0,,90000.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,512.0,4.0,,97900.0,iphone,7,3,7.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,88999.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,83999.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,92900.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,89999.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,90999.0,iphone,7,3,7.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,83000.0,iphone,7,3,5.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,75999.0,iphone,6,3,7.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,72000.0,iphone,6,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87999.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87995.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87997.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,87998.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,88000.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,82996.0,iphone,6,3,6.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,82992.0,iphone,7,3,7.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,70000.0,iphone,7,3,6.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,128.0,4.0,,84000.0,iphone,7,3,5.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,85000.0,iphone,7,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,85000.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,256.0,4.0,,88000.0,iphone,6,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,85000.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,98000.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,100000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,100000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,95000.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,94000.0,iphone,7,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,88000.0,iphone,7,3,5.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,96000.0,iphone,7,3,5.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,128.0,6.0,,100000.0,iphone,7,3,6.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,86000.0,iphone,6,3,6.0,0
Apple,iPhone 11,used,LKR,1,0,1,0.0,128.0,4.0,,69999.0,iphone,6,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,79999.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,88999.0,iphone,7,3,5.0,0
Apple,iPhone 11 Pro Max,used,LKR,1,0,1,0.0,256.0,4.0,,94999.0,iphone,7,3,7.0,0
Apple,iPhone 11 Pro,used,LKR,1,0,1,0.0,256.0,4.0,,65500.0,iphone,7,3,7.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,72000.0,iphone,6,3,6.0,0
Apple,iPhone 13,used,LKR,1,1,1,0.0,128.0,4.0,,96999.0,iphone,7,3,5.0,0
Apple,iPhone 13 mini,used,LKR,1,1,1,0.0,128.0,4.0,,79900.0,iphone,7,3,5.0,0
Apple,iPhone 12,used,LKR,1,1,1,0.0,128.0,4.0,,79000.0,iphone,6,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,94999.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,94999.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,94999.0,iphone,7,3,6.0,0
Apple,iPhone 12 Pro,used,LKR,1,1,1,0.0,256.0,6.0,,94999.0,iphone,7,3,6.0,0
