title,Brand_Cleaned,Model_Cleaned,Storage_GB,RAM_GB,Connectivity_Cleaned,Screen_Size,Condition_Cleaned,Location_Cleaned,Price_Cleaned
Blackview Tab 60 Pro 4GB/128GB,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Blackview Tab 20 WIFI 4GB/64GB,Blackview,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,39990.0
"Apple iPad Air 7 M3 11"" WIFI",Apple,Ipad Air,64.0,4.0,WiFi Only,11 Inch,Brand New,Colombo,209990.0
Greentel Tab A10 Pro 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,54490.0
Greentel Tab A9 Pro 4GB/64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,40990.0
"Apple iPad Air 7 M3 11"" 128GB",Apple,Ipad Air,128.0,6.0,WiFi / Standard,11 Inch,Brand New,Colombo,209990.0
Apple iPad A16 256GB Cellular,Apple,Ipad,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,233990.0
Apple iPad A16 256GB Cellular,Apple,Ipad,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,233990.0
Apple iPad A16 256GB WIFI,Apple,Ipad,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,183990.0
Samsung Tab S10 FE 8GB/128GB WIFI,Samsung,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,134990.0
Samsung Galaxy Tab S10 FE+ 12GB/256GB 5G|05,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,149990.0
Samsung Galaxy A11+ WIFI 6GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,80990.0
Samsung Galaxy A11+ 6GB/128GB 5G|05,Samsung,Standard Tablet,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,87990.0
Samsung Galaxy Tab A11+ 8GB/256GB 5G,Samsung,Galaxy Tab A11,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,107490.0
Samsung Galaxy Tab A11 8GB/128GB WIFI,Samsung,Galaxy Tab A11,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,63990.0
Samsung Galaxy A11 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,67990.0
Samsung Galaxy A11 4GB/64GB Tab,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,51490.0
Samsung Galaxy S10 Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,252490.0
Samsung Galaxy S11 5G 1GB 256GB With Keyboard Cover,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,339990.0
Samsung Galaxy S11 12GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,207490.0
Samsung Galaxy S11 Ultra 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,327490.0
Samsung Galaxy S11 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,251490.0
Samsung Galaxy S10 Lite 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,131490.0
Samsung Galaxy S6 Lite,Samsung,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,95490.0
Samsung Galaxy S10 Lite 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,106490.0
Samsung Galaxy S10 Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,227490.0
Samsung Galaxy S10 Ultra 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,272490.0
Samsung Galaxy S10 FE Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,180490.0
Samsung Galaxy S10 FE 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,147490.0
Samsung Galaxy S10 FE Plus 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,158490.0
Samsung Galaxy S10 FE 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,127490.0
Samsung Galaxy Tab A11 8GB 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,65990.0
Samsung Galaxy Tab A11 4GB 64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46490.0
XP Pen Artist Display 24 Pro,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Jaffna,141000.0
Redmi Pad Pro 5G 8GB 256GB,Redmi,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Gampaha,125000.0
Blackview Tab 90 LTE 24GB RAM 128GB ROM 11” Tablet,Blackview,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Gampaha,59900.0
Blackview 60 Pro,Blackview,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kalutara,36500.0
Apple iPad 2 Cellular,Apple,Ipad,64.0,4.0,4G LTE / SIM,10.0 Inch,Used,Colombo,18000.0
Wacom Intuos Pro M4,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,65000.0
Apple iPad 5th Generation 128GB,Apple,Ipad 5,128.0,6.0,WiFi / Standard,10.0 Inch,Used,Gampaha,30000.0
Apple iPad Pro 13 - M4 512GB WiFi+Cellular,Apple,Ipad Pro,512.0,8.0,4G LTE / SIM,10.0 Inch,Used,Colombo,410000.0
Samsung Galaxy Tab A9+ 5G,Samsung,Galaxy Tab A9,64.0,4.0,5G + WiFi,10.0 Inch,Used,Gampaha,56500.0
iPad 9 Wi-Fi 64GB,Apple,Ipad 9,64.0,4.0,4G LTE / SIM,10.0 Inch,Used,Gampaha,49990.0
Blackview Tab 90,Blackview,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Gampaha,42000.0
Apple iPad 11 (A16),Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Gampaha,135000.0
Blackview Tab 90 8GB 128GB,Blackview,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Gampaha,59990.0
Honor Pad X9A 16GB 256GB,Honor,Pad X9,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Gampaha,102500.0
"Apple iPad Pro M5 13"" 256GB",Apple,Ipad Pro,256.0,8.0,WiFi / Standard,13 Inch,Brand New,Colombo,463990.0
"Apple iPad Pro M5 13"" 256GB Cellular",Apple,Ipad Pro,256.0,8.0,4G LTE / SIM,13 Inch,Brand New,Colombo,416990.0
"Apple iPad Pro M5 11"" 256GB",Apple,Ipad Pro,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,439990.0
"Apple iPad Pro M5 11"" 256GB",Apple,Ipad Pro,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,439990.0
"Apple iPad Pro M5 11"" 256GB Wifi",Apple,Ipad Pro,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,403990.0
"PRO M4 13"" 256GB",Other,Standard Tablet,256.0,8.0,WiFi / Standard,13 Inch,Brand New,Colombo,394490.0
Samsung Galaxy S10 FE 8GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,126490.0
Samsung Galaxy S10 Lite 8GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,130490.0
Samsung Galaxy S10 Lite 6GB 128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,105490.0
"Apple iPad Pro M4 11"" 256GB",Apple,Ipad Pro,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,351990.0
"AIR 7 M3 11"" 256GB CELLULAR 04",Other,Standard Tablet,256.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,303990.0
"Apple iPad Air 7 M3 11"" 256GB Wifi",Apple,Ipad Air,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,279990.0
"AIR 7 M3 11"" 128GB CELLULAR",Other,Standard Tablet,128.0,6.0,4G LTE / SIM,11 Inch,Brand New,Colombo,250990.0
"AIR 7 M3 11"" 128GB WIFI",Other,Standard Tablet,128.0,6.0,WiFi Only,11 Inch,Brand New,Colombo,209990.0
Apple iPad A16 256GB,Apple,Ipad,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,233990.0
A16 256GB WIFI,Other,Standard Tablet,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,183990.0
Apple iPad 9th Gen (Used),Apple,Ipad 9,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kurunegala,88000.0
Apple iPad A16 128GB,Apple,Ipad,128.0,6.0,WiFi / Standard,10.0 Inch,Used,Colombo,119000.0
Oscal Pad 100 8GB/256GB,Other,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,69490.0
Oscal Pad 90 8GB/128GB,Other,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,51490.0
Oscal Pad 9 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,60490.0
Oscal Pad 7 28GB,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,51490.0
Ipad a16,Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kandy,115000.0
ipad a16,Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Kandy,149000.0
S9FE plus 8GB 128GB 5G,Other,Standard Tablet,128.0,6.0,5G + WiFi,10.0 Inch,Used,Gampaha,110999.0
Samsung Galaxy Tab S10 PLUS 5G 12/256GB,Samsung,Galaxy Tab S10,256.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,265990.0
Blackview Zeno 10 6GB/128GB Tab,Blackview,Zeno 10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,74990.0
Blackview Mega 2 4GB/256GB Tab,Blackview,Standard Tablet,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,87490.0
Blackview Tab 60 Pro 4GB 128GB,Blackview,Tab 60,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,56990.0
Blackview Tab 20 WIFI 4GB/64GB,Blackview,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,39990.0
Greentel Tab A10 Pro 4GB/128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,54490.0
Redmi Pad 2 Pro 5G 8GB 256GB,Redmi,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,137500.0
Redmi Pad 2 Pro 5G 8GB 256GB,Redmi,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Gampaha,137500.0
Greentel Tab A9 Pro 4GB/64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,40990.0
11'' Redmi Pad 2 8GB 256GB,Redmi,Standard Tablet,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Gampaha,87900.0
12'' Oscal Pad 100 12GB 256GB Tablet Android 15,Other,Standard Tablet,256.0,8.0,WiFi / Standard,12 Inch,Brand New,Gampaha,72500.0
10” HOTWAV Pad 13 Pro 4GB 256GB Android 16 Tablet,Other,Standard Tablet,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Gampaha,54500.0
10” Hotwav Pad 13 4GB 128GB,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Gampaha,47990.0
Samsung Galaxy Tab A11 8GB 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,63999.0
Samsung Galaxy Tab A11 4GB 64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,47999.0
Samsung Galaxy Tab S10 LITE 128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,99999.0
Samsung Galaxy Tab S10 FE 12/256GB 5G,Samsung,Galaxy Tab S10,256.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,199999.0
Samsung Galaxy Tab S10 FE 8GB 128GB 5G,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,159999.0
Apple iPad 2,Apple,Ipad,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Colombo,10000.0
10” HOTWAV Pad 13 Pro 4GB 256GB Android 16 Tablet,Other,Standard Tablet,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Gampaha,54000.0
10” HOTWAV Pad 13 4GB 128GB Android 16 Tablet,Other,Standard Tablet,128.0,6.0,4G LTE / SIM,10.0 Inch,Brand New,Gampaha,48900.0
Samsung Galaxy Tab S11 12/128GB,Samsung,Galaxy Tab,128.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,202990.0
Samsung Galaxy Tab S10 FE PLUS 12/256GB,Samsung,Galaxy Tab S10,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,175990.0
Samsung Galaxy TAB S10 PLUS,Samsung,Galaxy Tab S10,64.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,221990.0
Samsung Galaxy TAB S10 FE PLUS 5G,Samsung,Galaxy Tab S10,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,222990.0
Samsung Galaxy tab S10 Fe Plus 5G 8/128GB,Samsung,Galaxy Tab S10,128.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,181990.0
Samsung galaxy Tab S10 FE PLUS 8/128GB,Samsung,Galaxy Tab S10,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,152990.0
Samsung Galaxy Tab S10 FE 5G 12/256GB,Samsung,Galaxy Tab S10,256.0,12.0,5G + WiFi,10.0 Inch,Brand New,Colombo,210990.0
Samsung galaxy Tab S10 FE 12/256GB,Samsung,Galaxy Tab S10,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,148990.0
Galaxy A11 8/128,Other,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,62490.0
Samsung Galaxy Tab S10 FE 5G 8/128GB,Samsung,Galaxy Tab S10,128.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,155990.0
Samsung Galaxy Tab S10 FE 8/128GB,Samsung,Galaxy Tab S10,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,124990.0
Samsung Galaxy Tab S10 LITE 8/256GB,Samsung,Galaxy Tab S10,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,122990.0
Samsung Galaxy Tab S10 LITE 5G 6/128GB,Samsung,Galaxy Tab S10,128.0,6.0,5G + WiFi,10.0 Inch,Brand New,Colombo,120990.0
Samsung Galaxy Tab S10 LITE 6/128GB,Samsung,Galaxy Tab S10,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,102990.0
"Apple iPad M5 11"" 512GB",Apple,Ipad,512.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,529990.0
Samsung Galaxy Tab A11 PLUS 6/128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,85990.0
"PRO M5 13"" 256GB CELLULAR 04",Other,Standard Tablet,256.0,8.0,4G LTE / SIM,13 Inch,Brand New,Colombo,463990.0
"Apple iPad 7 M5 13"" 256GB",Apple,Ipad 7,256.0,8.0,WiFi / Standard,13 Inch,Brand New,Colombo,416990.0
"PRO 7 M5 11"" 256GB",Other,Standard Tablet,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,403990.0
"Apple iPad Pro 7 M5 11"" 256GB Wifi",Apple,Ipad Pro,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,403990.0
"Apple iPad Pro 7 M4 13"" 256GB",Apple,Ipad Pro,256.0,8.0,WiFi / Standard,13 Inch,Brand New,Colombo,351990.0
"Apple iPad Pro 7 M4 11"" 256GB WIFI",Apple,Ipad Pro,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,351990.0
"Apple iPad Air M4 11"" 256GB WIFI",Apple,Ipad Air,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,351990.0
"Apple iPad Air 7 M4 11"" Wifi",Apple,Ipad Air,64.0,4.0,WiFi Only,11 Inch,Brand New,Colombo,351990.0
"AIR 7 M3 11"" 256GB CELLULAR 04",Other,Standard Tablet,256.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,303990.0
"Apple iPad Air 7 M3 11"" 256GB WIFI",Apple,Ipad Air,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,279990.0
Samsung Galaxy Tab A11 PLUS 8/256GB,Samsung,Galaxy Tab A11,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,102990.0
"Apple iPad Air 7 M3 11"" 128GB",Apple,Ipad Air,128.0,6.0,WiFi / Standard,11 Inch,Brand New,Colombo,250990.0
Samsung Galaxy Tab A11 128GB,Samsung,Galaxy Tab A11,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,59990.0
Samsung Galaxy Tab A11 4/64GB,Samsung,Galaxy Tab A11,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,44990.0
"AIR 7 M3 11"" 128GB WIFI 04",Other,Standard Tablet,128.0,6.0,WiFi Only,11 Inch,Brand New,Colombo,209990.0
Apple iPad A16 256GB Cellular,Apple,Ipad,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,233990.0
Apple iPad A16 256GB WIFI,Apple,Ipad,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,183990.0
tab 4 advance,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Galle,9500.0
Xiaomi Redmi Pad 2 11'' 8GB 256GB,Xiaomi,Redmi Pad,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Gampaha,87900.0
Samsung Galaxy S10 Plus 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,250990.0
Samsung Galaxy S11 5G 12GB 256GB,Samsung,Standard Tablet,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,340990.0
Samsung Galaxy S11 12/128GB Tab,Samsung,Standard Tablet,128.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,205990.0
Samsung Galaxy S11 256GB Tab,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,249990.0
Samsung Galaxy S10 lite 8/256GB Tab,Samsung,Standard Tablet,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,129990.0
Samsung Galaxy S10 lite 6/128GB Tab,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,104990.0
Samsung Galaxy Tab A9 Plus 5G,Samsung,Galaxy Tab A9,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Gampaha,49900.0
Samsung Galaxy S11 ultra 12/256GB Tab,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,325990.0
Samsung Galaxy S6 lite 4/128GB Tab,Samsung,Standard Tablet,128.0,4.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,93990.0
Samsung Galaxy S10 plus 12/256GB Tab,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,225990.0
Samsung Galaxy S10 Ultra 12/256GB Tab,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,270990.0
Samsung Galaxy S10 fe 12/256GB Tab,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,145990.0
Samsung Galaxy S10 fe plus 12/256GB Tab,Samsung,Standard Tablet,256.0,12.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,178990.0
Samsung Galaxy S10 fe Plus 8/128GB Tab,Samsung,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,156990.0
Samsung Galaxy S10 fe 8/128GB Tab,Samsung,Standard Tablet,128.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,125990.0
Samsung Galaxy A11 4/64GB Tab,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,45990.0
Greentel A10 Pro,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Ratnapura,30000.0
Apple iPad Air 1st Gen 32GB,Apple,Ipad Air,32.0,3.0,WiFi / Standard,10.0 Inch,Used,Batticaloa,22000.0
Huawei MatePad 11.5 Tab 256GB with Keyboard,Huawei,Matepad 11,256.0,8.0,WiFi / Standard,10.0 Inch,Used,Colombo,95000.0
TAB S10 FE 8GB/128GB WIFI 02,Other,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,134990.0
"AIR M3 11"" 256GB CELLULAR 04",Other,Standard Tablet,256.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,303990.0
TAB A11+ 8GB/256GB 5G,Other,Standard Tablet,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,107490.0
Blackview Tab Mega 2|4GB|256GB 06,Blackview,Standard Tablet,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,86490.0
"Apple iPad Pro M5 11"" 512GB Cellular",Apple,Ipad Pro,512.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,529990.0
"Apple iPad Pro M5 13"" 256GB Cellular",Apple,Ipad Pro,256.0,8.0,4G LTE / SIM,13 Inch,Brand New,Colombo,463990.0
"Apple iPad Pro M5 13"" 256GB",Apple,Ipad Pro,256.0,8.0,WiFi / Standard,13 Inch,Brand New,Colombo,416990.0
"Apple iPad Pro M5 11"" 256GB Cellular",Apple,Ipad Pro,256.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,439990.0
"Apple iPad Pro M5 11"" 256GB",Apple,Ipad Pro,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,403990.0
"Apple iPad Pro M4 13"" 256GB CELLULAR",Apple,Ipad Pro,256.0,8.0,4G LTE / SIM,13 Inch,Brand New,Colombo,394490.0
"Apple iPad Pro M4 11"" 256GB WIFI",Apple,Ipad Pro,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,351990.0
"Apple Air 7 M3 11"" 256GB CELLULAR",Apple,Standard Tablet,256.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,303990.0
"Apple iPad Air 7 M3 11"" WIFI",Apple,Ipad Air,64.0,4.0,WiFi Only,11 Inch,Brand New,Colombo,279990.0
"Apple iPad Air 7 M3 11"" CELLULAR",Apple,Ipad Air,64.0,4.0,4G LTE / SIM,11 Inch,Brand New,Colombo,250990.0
"Apple iPad Air 7 M3 11"" 128GB WIFI",Apple,Ipad Air,128.0,6.0,WiFi Only,11 Inch,Brand New,Colombo,209990.0
Apple iPad A16 256GB CELLULAR,Apple,Ipad,256.0,8.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,233990.0
Apple iPad A16 256GB WIFI,Apple,Ipad,256.0,8.0,WiFi Only,10.0 Inch,Brand New,Colombo,183990.0
TAB S10 FE 8GB/128GB WIFI,Other,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,134990.0
Samsung Galaxy Tab A9+,Samsung,Galaxy Tab A9,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kurunegala,47000.0
Samsung Galaxy Tab S10 FE+ 12GB/256GB 5G,Samsung,Galaxy Tab S10,256.0,8.0,5G + WiFi,10.0 Inch,Brand New,Colombo,149990.0
Samsung Galaxy A11+ WIFI 6GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,80990.0
Samsung Galaxy A11+ 6GB/128GB 5G,Samsung,Standard Tablet,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,87990.0
Apple iPad 9 64GB (Used),Apple,Ipad 9,64.0,4.0,4G LTE / SIM,10.0 Inch,Used,Colombo,80000.0
Honor Pad X9A 16GB 256GB,Honor,Pad X9,256.0,8.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,102500.0
Xiaomi Redmi Pad Pro 5G 8GB 256GB,Xiaomi,Redmi Pad Pro,256.0,8.0,5G + WiFi,10.0 Inch,Used,Gampaha,95000.0
Samsung Galaxy Tab A11+ 8GB/256GB 5G,Samsung,Galaxy Tab A11,64.0,4.0,5G + WiFi,10.0 Inch,Brand New,Colombo,107490.0
Samsung Galaxy Tab A11 8GB/128GB WIFI,Samsung,Galaxy Tab A11,128.0,6.0,WiFi Only,10.0 Inch,Brand New,Colombo,63990.0
Samsung Galaxy A11 8GB/128GB,Samsung,Standard Tablet,128.0,6.0,WiFi / Standard,10.0 Inch,Brand New,Colombo,67990.0
Samsung Galaxy A11 4GB/64GB,Samsung,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,51490.0
"Apple iPad Pro M5 11"" 512GB Cellular",Apple,Ipad Pro,512.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,529990.0
"PRO M5 13"" 256GB CELLULAR 02",Other,Standard Tablet,256.0,8.0,4G LTE / SIM,13 Inch,Brand New,Colombo,463990.0
"Apple iPad Pro M5 13"" 256GB WIFI",Apple,Ipad Pro,256.0,8.0,WiFi Only,13 Inch,Brand New,Colombo,416990.0
"PRO M5 11"" 256GB CELLULAR 02",Other,Standard Tablet,256.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,439990.0
"Apple iPad Pro M5 11"" 256GB WIFI",Apple,Ipad Pro,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,403990.0
"Apple iPad Pro M4 13"" 256GB",Apple,Ipad Pro,256.0,8.0,WiFi / Standard,13 Inch,Brand New,Colombo,394490.0
"Apple iPad Pro M4 11"" 256GB WIFI",Apple,Ipad Pro,256.0,8.0,WiFi Only,11 Inch,Brand New,Colombo,351990.0
"Apple AIR 7 M3 11"" 256GB Cellular",Apple,Standard Tablet,256.0,8.0,4G LTE / SIM,11 Inch,Brand New,Colombo,303990.0
"Apple Air 7 M3 11"" 256GB 02",Apple,Standard Tablet,256.0,8.0,WiFi / Standard,11 Inch,Brand New,Colombo,279990.0
Tablet UMIDIGI A13,Other,Standard Tablet,64.0,4.0,WiFi / Standard,10.0 Inch,Used,Kurunegala,45000.0
TCL Tab 10 Lte 4GB|64GB,Other,Standard Tablet,64.0,4.0,4G LTE / SIM,10.0 Inch,Brand New,Colombo,46490.0
